blst,flh,sup,cag,fag,age,inX,outY
105.1,81.8,9,904,679.7,28,0.768695015,3.615501756
190.1,148.1,18.8,838.1,741.4,28,1.103703704,3.519276448
144.2,112.3,10.1,923.2,657.9,28,1.432942708,2.803360204
114.6,89.3,8.8,860,829.5,28,1.378156997,2.995231959
178.1,138.7,18.3,944,694.6,28,1.10342556,3.593193977
142.8,111.2,22.1,913.9,651.2,28,0.541464989,3.643358709
0,174.9,17.9,942.7,844.5,28,1.103064067,2.735665195
139.9,0,6.2,895.5,722.5,28,0.703227931,3.509154302
0,0,6.7,1013.2,730.4,28,0.508148544,3.665098694
148.9,116,15,953.3,719.7,28,1.104035309,3.320709921
238.7,0,6.3,1001.8,683.9,28,1.31061599,3.290637983
142.8,0,10,914.3,804,28,0.541612903,3.813306792
0,99.6,9.8,959.4,705.2,28,0.643044619,3.405189188
0,183.9,11.6,991.2,772.2,28,1.104042412,2.745345813
166.6,129.7,10.9,882.6,785.3,28,1.222692037,3.797957809
137.2,106.9,6,878.4,655.3,28,0.675957018,3.980055165
164.2,0,4.6,870,774,28,0.592903828,4.046903232
187,0,6.6,824.3,756.9,28,0.522677596,4.188289911
128.9,100.4,9.5,825.1,804.9,28,0.616154396,3.967078961
97.1,75.6,8.3,835.5,821.4,28,0.768742562,3.508555679
0,150.4,11.7,1023.3,728.9,28,1.10328068,2.892036855
243.5,0,10.7,1022,697.7,28,1.15874036,3.620600385
188,146.4,11.3,828.7,709.7,28,1.268414482,3.564165985
0,107,6.1,879,815.2,28,0.625293526,3.752792543
0,126.5,5.7,860.5,736.6,28,0.659641397,3.690378097
120.5,93.9,9.2,904.4,695.9,28,0.652975983,3.779633579
166.4,0,8.9,881.6,790,28,0.534398034,4.114800311
0,141.6,11,801.4,778.4,28,0.543130093,3.710396063
206.5,160.9,5.5,866.9,735.6,28,1.35530303,3.505857431
148.6,0,8.5,951,709.5,28,0.576124031,3.959478697
0,200.1,12.6,849.3,846,28,1.103532278,2.714032102
0,112.6,10.1,925.3,782.9,28,0.541427661,3.64961851
0,127.9,11.5,870.1,779.7,28,0.567828251,3.618188485
163.9,127.7,5.8,868.6,655.6,28,1.694345025,3.561897768
121,0,7,907.9,829.5,28,0.615117892,3.740997172
0,107,11.1,879.6,744.2,28,0.703219316,3.461978635
111,86.5,5.9,832.6,790.4,28,0.739130435,3.726656583
250,0,12.2,1049.3,688.2,28,1.053817272,3.675287269
259.7,0,12.7,858.8,826.8,28,1.103614458,3.635478448
116,90.3,8.9,870.1,768.3,28,0.649782923,3.790532869
0,115.6,10.4,817.9,813.4,28,0.608317815,3.439776647
139.4,108.6,6.1,892.4,780,28,1.297643098,3.165474848
186.7,0,11.3,989.6,788.9,28,1.10370836,3.489513243
100.5,78.3,8.6,864.5,761.5,28,0.768876964,3.478158203
